index,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Name,host,host infra specific rank,watering regimen,root_compartment,soil_source,biological_replicate,host infra specific name
SRR5532720,0.0,0.0,10.0,5.0,19.0,4022.0,1365.0,120.0,10.0,955.0,0.0,1542.0,0.0,241.0,0.0,3.0,0.0,5.0,0.0,1.0,3.0,0.0,24.0,332.0,0.0,533.0,23.0,0.0,8.0,0.0,0.0,0.0,13.0,3.0,0.0,4.0,650.0,6115.0,22.0,0.0,0.0,317.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,drght.98,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Davis,3.0,indica
SRR5532721,1.0,0.0,9.0,5.0,8.0,194.0,335.0,8.0,0.0,846.0,0.0,301.0,0.0,2900.0,0.0,1.0,0.0,0.0,0.0,350.0,0.0,0.0,33.0,586.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,24185.0,0.0,2.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,drght.61,Oryza glaberrima,TOg7102,Watered,Endosphere,Davis,2.0,indica
SRR5532722,1.0,0.0,5.0,15.0,8.0,315.0,224.0,17.0,4.0,569.0,0.0,449.0,0.0,7229.0,0.0,1.0,0.0,15.0,0.0,18.0,0.0,0.0,94.0,668.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,52.0,21852.0,4.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.62,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Davis,2.0,indica
SRR5532723,0.0,0.0,0.0,0.0,0.0,257.0,3211.0,4.0,0.0,492.0,0.0,285.0,0.0,12461.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,293.0,35.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,94.0,30599.0,2.0,3.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.63,Oryza sativa,IR20,Watered,Endosphere,Davis,2.0,indica
SRR5532724,0.0,0.0,0.0,1.0,1.0,269.0,428.0,3.0,0.0,370.0,0.0,361.0,0.0,6723.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,92.0,20.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,30551.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.64,Oryza sativa,M206,Watered,Endosphere,Davis,2.0,japonica
SRR5532725,1.0,0.0,22.0,0.0,2.0,476.0,333.0,28.0,6.0,374.0,0.0,418.0,0.0,3034.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,270.0,0.0,42.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,45.0,14831.0,2.0,1.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.65,Oryza glaberrima,TOg7102,Watered,Endosphere,Arbuckle,2.0,indica
SRR5532726,1.0,0.0,17.0,3.0,1.0,256.0,159.0,3.0,0.0,204.0,0.0,210.0,0.0,3095.0,0.0,1.0,0.0,1.0,0.0,75.0,0.0,0.0,3.0,197.0,0.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,9142.0,1.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.66,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Arbuckle,2.0,indica
SRR5532727,0.0,0.0,17.0,0.0,0.0,175.0,89.0,5.0,3.0,150.0,0.0,181.0,0.0,1319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,377.0,0.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,16234.0,0.0,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.67,Oryza sativa,IR20,Watered,Endosphere,Arbuckle,2.0,indica
SRR5532728,0.0,0.0,0.0,0.0,2.0,142.0,64.0,6.0,1.0,273.0,0.0,257.0,0.0,2342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,50.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,11279.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.68,Oryza sativa,M206,Watered,Endosphere,Arbuckle,2.0,japonica
SRR5532729,4.0,0.0,15.0,0.0,0.0,397.0,337.0,11.0,1.0,44.0,0.0,205.0,0.0,2391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,92.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7714.0,0.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.69,Oryza glaberrima,TOg7102,Watered,Endosphere,Biggs,2.0,indica
SRR5532730,0.0,0.0,12.0,2.0,0.0,447.0,364.0,17.0,3.0,74.0,0.0,277.0,0.0,5378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,9284.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.70,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Biggs,2.0,indica
SRR5532731,5.0,0.0,2.0,26.0,44.0,3357.0,4930.0,102.0,4.0,1598.0,0.0,2338.0,0.0,367.0,0.0,4.0,3.0,12.0,1.0,0.0,2.0,0.0,418.0,831.0,0.0,1261.0,16.0,0.0,20.0,0.0,0.0,0.0,19.0,5.0,0.0,23.0,747.0,14158.0,13.0,8.0,0.0,860.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,drght.75,Oryza sativa,IR20,Drought,Rhizosphere,Davis,2.0,indica
SRR5532732,1.0,0.0,2.0,6.0,28.0,4740.0,1320.0,110.0,4.0,709.0,0.0,1642.0,0.0,89.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,8.0,288.0,0.0,772.0,19.0,0.0,11.0,0.0,0.0,0.0,23.0,4.0,0.0,5.0,667.0,4502.0,45.0,1.0,0.0,215.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,drght.97,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Davis,3.0,indica
SRR5532733,1.0,0.0,8.0,2.0,2.0,235.0,3166.0,2.0,2.0,736.0,0.0,560.0,4.0,9380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,458.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,31762.0,1.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.89,Oryza glaberrima,TOg7102,Drought,Endosphere,Arbuckle,2.0,indica
SRR5532734,118.0,0.0,157.0,8.0,6.0,6838.0,1126.0,188.0,43.0,473.0,0.0,1591.0,10.0,77.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,2.0,36.0,543.0,0.0,424.0,5.0,1.0,204.0,0.0,0.0,0.0,75.0,7.0,0.0,15.0,349.0,7561.0,19.0,0.0,0.0,717.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,drght.60,Oryza sativa,M206,Watered,Rhizosphere,Biggs,2.0,japonica
SRR5532735,45.0,0.0,83.0,4.0,6.0,9465.0,1320.0,221.0,15.0,503.0,4.0,1814.0,1.0,99.0,0.0,0.0,1.0,49.0,0.0,0.0,2.0,0.0,25.0,262.0,0.0,301.0,0.0,0.0,105.0,0.0,0.0,0.0,48.0,11.0,0.0,32.0,639.0,8150.0,19.0,0.0,0.0,934.0,0.0,22.0,0.0,0.0,1.0,2.0,1.0,drght.59,Oryza sativa,IR20,Watered,Rhizosphere,Biggs,2.0,indica
SRR5532736,26.0,0.0,60.0,11.0,24.0,4279.0,1002.0,136.0,26.0,645.0,0.0,1168.0,8.0,131.0,0.0,2.0,1.0,12.0,2.0,0.0,0.0,0.0,21.0,546.0,0.0,815.0,19.0,1.0,69.0,0.0,0.0,0.0,67.0,16.0,0.0,4.0,657.0,6155.0,59.0,0.0,0.0,448.0,0.0,0.0,13.0,0.0,2.0,0.0,2.0,drght.56,Oryza sativa,M206,Watered,Rhizosphere,Arbuckle,2.0,japonica
SRR5532737,18.0,0.0,79.0,27.0,16.0,3287.0,781.0,117.0,14.0,672.0,0.0,752.0,2.0,243.0,0.0,4.0,0.0,11.0,0.0,1.0,0.0,0.0,15.0,488.0,0.0,880.0,25.0,3.0,61.0,0.0,0.0,0.0,33.0,0.0,0.0,13.0,511.0,6269.0,69.0,2.0,0.0,349.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,drght.55,Oryza sativa,IR20,Watered,Rhizosphere,Arbuckle,2.0,indica
SRR5532738,128.0,0.0,529.0,36.0,6.0,9595.0,1135.0,360.0,60.0,834.0,0.0,1942.0,2.0,211.0,0.0,0.0,2.0,25.0,0.0,1.0,0.0,15.0,29.0,911.0,0.0,600.0,16.0,6.0,446.0,0.0,0.0,0.0,69.0,16.0,2.0,23.0,196.0,10165.0,35.0,0.0,0.0,1007.0,1.0,8.0,9.0,0.0,1.0,2.0,0.0,drght.58,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Biggs,2.0,indica
SRR5532739,174.0,0.0,459.0,28.0,7.0,7908.0,920.0,376.0,87.0,518.0,0.0,2365.0,12.0,85.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,13.0,27.0,892.0,0.0,564.0,8.0,4.0,437.0,0.0,0.0,0.0,70.0,16.0,0.0,14.0,375.0,7234.0,51.0,4.0,0.0,803.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,drght.57,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Biggs,2.0,indica
SRR5532740,5.0,0.0,0.0,26.0,11.0,3387.0,482.0,81.0,6.0,545.0,0.0,708.0,0.0,112.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,27.0,253.0,0.0,535.0,11.0,0.0,66.0,0.0,0.0,0.0,111.0,16.0,0.0,11.0,296.0,3736.0,27.0,1.0,0.0,416.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,drght.52,Oryza sativa,M206,Watered,Rhizosphere,Davis,2.0,japonica
SRR5532741,3.0,0.0,12.0,27.0,14.0,4096.0,525.0,101.0,8.0,672.0,0.0,868.0,0.0,150.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,0.0,36.0,368.0,0.0,690.0,24.0,0.0,47.0,0.0,0.0,0.0,75.0,21.0,0.0,7.0,542.0,4481.0,52.0,6.0,0.0,386.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,drght.51,Oryza sativa,IR20,Watered,Rhizosphere,Davis,2.0,indica
SRR5532742,45.0,0.0,304.0,37.0,26.0,3032.0,1156.0,112.0,31.0,915.0,0.0,822.0,7.0,161.0,0.0,2.0,2.0,13.0,1.0,155.0,1.0,0.0,13.0,879.0,0.0,778.0,29.0,2.0,48.0,0.0,0.0,0.0,25.0,1.0,1.0,2.0,462.0,7366.0,42.0,0.0,0.0,599.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,drght.54,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Arbuckle,2.0,indica
SRR5532743,33.0,0.0,76.0,33.0,24.0,3910.0,817.0,173.0,34.0,869.0,2.0,918.0,3.0,437.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0,15.0,618.0,0.0,920.0,36.0,0.0,51.0,0.0,0.0,0.0,43.0,7.0,0.0,10.0,802.0,6151.0,53.0,8.0,0.0,683.0,0.0,5.0,0.0,4.0,0.0,1.0,1.0,drght.53,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Arbuckle,2.0,indica
SRR5532744,1.0,0.0,21.0,23.0,1.0,246.0,1127.0,6.0,0.0,1366.0,0.0,537.0,0.0,7266.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,426.0,0.0,15.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,23148.0,1.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.90,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Arbuckle,2.0,indica
SRR5532745,0.0,0.0,2.0,11.0,5.0,3623.0,420.0,75.0,2.0,735.0,0.0,840.0,0.0,132.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,31.0,327.0,0.0,476.0,3.0,0.0,20.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,418.0,4461.0,27.0,5.0,0.0,268.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,drght.100,Oryza sativa,M206,Drought,Rhizosphere,Davis,3.0,japonica
SRR5532746,0.0,0.0,1.0,8.0,13.0,2590.0,877.0,105.0,4.0,671.0,0.0,1080.0,0.0,163.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,84.0,256.0,0.0,408.0,10.0,0.0,20.0,0.0,0.0,0.0,12.0,2.0,0.0,13.0,459.0,5008.0,21.0,1.0,0.0,290.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,drght.99,Oryza sativa,IR20,Drought,Rhizosphere,Davis,3.0,indica
SRR5532747,5.0,0.0,28.0,5.0,11.0,3199.0,473.0,92.0,14.0,931.0,0.0,814.0,2.0,124.0,0.0,5.0,0.0,8.0,0.0,410.0,0.0,0.0,10.0,1200.0,0.0,470.0,16.0,1.0,37.0,0.0,0.0,0.0,37.0,9.0,1.0,9.0,373.0,6025.0,34.0,0.0,0.0,392.0,0.0,1.0,4.0,1.0,2.0,4.0,0.0,drght.49,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Davis,2.0,indica
SRR5532748,9.0,0.0,8.0,62.0,24.0,3583.0,489.0,98.0,28.0,1143.0,0.0,875.0,3.0,146.0,0.0,3.0,0.0,16.0,2.0,30.0,0.0,2.0,40.0,888.0,0.0,458.0,39.0,0.0,58.0,0.0,0.0,0.0,105.0,19.0,0.0,3.0,404.0,4958.0,35.0,0.0,0.0,390.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,drght.50,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Davis,2.0,indica
SRR5532749,1.0,0.0,7.0,0.0,1.0,845.0,987.0,25.0,4.0,171.0,0.0,456.0,0.0,7126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,148.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,28.0,20123.0,2.0,0.0,0.0,210.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,drght.47,Oryza sativa,IR20,Watered,Endosphere,Biggs,1.0,indica
SRR5532750,1.0,0.0,13.0,2.0,0.0,697.0,1040.0,14.0,3.0,325.0,0.0,376.0,0.0,7308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,148.0,0.0,19.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0,13.0,28423.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.48,Oryza sativa,M206,Watered,Endosphere,Biggs,1.0,japonica
SRR5532751,1.0,0.0,28.0,1.0,0.0,797.0,516.0,29.0,8.0,493.0,0.0,458.0,0.0,3031.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,25.0,229.0,0.0,24.0,3.0,0.0,19.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,40.0,16869.0,0.0,0.0,0.0,256.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,drght.45,Oryza glaberrima,TOg7102,Watered,Endosphere,Biggs,1.0,indica
SRR5532752,1.0,0.0,5.0,3.0,0.0,1042.0,765.0,19.0,0.0,171.0,0.0,468.0,0.0,8724.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,35.0,62.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,29.0,18733.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.46,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Biggs,1.0,indica
SRR5532753,1.0,0.0,31.0,9.0,0.0,267.0,196.0,3.0,1.0,591.0,0.0,506.0,0.0,2859.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,70.0,209.0,0.0,24.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,37.0,19981.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.43,Oryza sativa,IR20,Watered,Endosphere,Arbuckle,1.0,indica
SRR5532754,0.0,0.0,7.0,6.0,0.0,399.0,827.0,0.0,2.0,444.0,0.0,479.0,1.0,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,166.0,0.0,16.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,51.0,19853.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,drght.44,Oryza sativa,M206,Watered,Endosphere,Arbuckle,1.0,japonica
SRR5532755,1.0,0.0,68.0,5.0,1.0,153.0,211.0,10.0,0.0,1713.0,0.0,543.0,2.0,5247.0,0.0,0.0,0.0,6.0,0.0,699.0,0.0,1.0,271.0,1142.0,0.0,18.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,14.0,19150.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.41,Oryza glaberrima,TOg7102,Watered,Endosphere,Arbuckle,1.0,indica
SRR5532756,1.0,0.0,2.0,23.0,1.0,273.0,323.0,7.0,2.0,1057.0,0.0,611.0,0.0,3040.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,213.0,295.0,0.0,26.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,81.0,24099.0,1.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.42,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Arbuckle,1.0,indica
SRR5532757,3.0,0.0,9.0,15.0,113.0,6193.0,6454.0,206.0,13.0,1994.0,1.0,3317.0,0.0,481.0,0.0,8.0,4.0,11.0,0.0,0.0,1.0,0.0,118.0,426.0,0.0,1718.0,20.0,0.0,9.0,0.0,0.0,0.0,29.0,8.0,0.0,12.0,1009.0,13071.0,24.0,1.0,0.0,757.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,drght.169,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Davis,4.0,indica
SRR5532758,6.0,0.0,13.0,15.0,75.0,5227.0,5354.0,122.0,22.0,1940.0,0.0,2514.0,0.0,834.0,0.0,0.0,0.0,17.0,1.0,1.0,2.0,0.0,128.0,1344.0,0.0,1348.0,13.0,5.0,32.0,0.0,0.0,0.0,35.0,12.0,0.0,18.0,840.0,12790.0,14.0,2.0,0.0,708.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,drght.170,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Davis,4.0,indica
SRR5532759,0.0,0.0,7.0,0.0,0.0,806.0,751.0,18.0,1.0,429.0,0.0,636.0,0.0,3334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,4.0,0.0,2.0,93.0,12908.0,4.0,0.0,0.0,272.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,drght.167,Oryza sativa,IR20,Watered,Endosphere,Biggs,4.0,indica
SRR5532760,4.0,0.0,6.0,0.0,0.0,982.0,684.0,22.0,0.0,351.0,0.0,534.0,0.0,4356.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,87.0,0.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,61.0,16867.0,0.0,9.0,0.0,446.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,drght.168,Oryza sativa,M206,Watered,Endosphere,Biggs,4.0,japonica
SRR5532761,0.0,0.0,21.0,0.0,0.0,1176.0,430.0,34.0,14.0,258.0,0.0,730.0,0.0,2992.0,0.0,0.0,0.0,2.0,0.0,41.0,0.0,1.0,6.0,498.0,0.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,6.0,0.0,5.0,31.0,14249.0,5.0,0.0,0.0,287.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,drght.165,Oryza glaberrima,TOg7102,Watered,Endosphere,Biggs,4.0,indica
SRR5532762,3.0,0.0,14.0,0.0,0.0,541.0,177.0,15.0,2.0,100.0,0.0,217.0,0.0,4644.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,151.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,32.0,11582.0,0.0,4.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,drght.166,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Biggs,4.0,indica
SRR5532763,2.0,0.0,19.0,1.0,0.0,412.0,240.0,11.0,0.0,1022.0,0.0,471.0,0.0,1108.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,46.0,1974.0,0.0,33.0,5.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,71.0,15042.0,3.0,6.0,0.0,209.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,drght.163,Oryza sativa,IR20,Watered,Endosphere,Arbuckle,4.0,indica
SRR5532764,1.0,0.0,16.0,1.0,1.0,228.0,2621.0,10.0,1.0,454.0,0.0,506.0,0.0,4339.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,105.0,181.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,57.0,13595.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,drght.164,Oryza sativa,M206,Watered,Endosphere,Arbuckle,4.0,japonica
SRR5532765,0.0,0.0,15.0,1.0,1.0,187.0,178.0,3.0,0.0,1736.0,0.0,301.0,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,67.0,297.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17920.0,0.0,1.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,drght.161,Oryza glaberrima,TOg7102,Watered,Endosphere,Arbuckle,4.0,indica
SRR5532766,4.0,0.0,11.0,2.0,1.0,200.0,361.0,5.0,0.0,1216.0,0.0,251.0,0.0,2356.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,613.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,41.0,11991.0,1.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.162,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Arbuckle,4.0,indica
SRR5532767,0.0,0.0,0.0,0.0,1.0,258.0,1986.0,2.0,0.0,207.0,0.0,764.0,0.0,7794.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17090.0,0.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.181,Oryza glaberrima,TOg7102,Drought,Endosphere,Davis,4.0,indica
SRR5532768,0.0,0.0,0.0,2.0,1.0,178.0,844.0,2.0,3.0,404.0,0.0,546.0,0.0,8347.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,115.0,82.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13291.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.182,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Davis,4.0,indica
SRR5532769,0.0,0.0,0.0,0.0,0.0,398.0,1140.0,3.0,0.0,544.0,0.0,789.0,0.0,9117.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,414.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,15195.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,drght.183,Oryza sativa,IR20,Drought,Endosphere,Davis,4.0,indica
SRR5532770,0.0,0.0,1.0,1.0,1.0,368.0,964.0,5.0,0.0,271.0,0.0,685.0,0.0,5822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,50.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,33.0,12305.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,drght.184,Oryza sativa,M206,Drought,Endosphere,Davis,4.0,japonica
